yyyymm,tbl,AAA,BAA,lty,default-spread,term-spread
201611,0.0045,0.0386,0.0471,0.0267,0.0085,0.0222
201612,0.0051,0.0406,0.0483,0.0272,0.0077,0.0221
201701,0.0051,0.0392,0.0466,0.0278,0.0074,0.0227
201702,0.0052,0.0395,0.0464,0.0270,0.0069,0.0218
201703,0.0074,0.0401,0.0468,0.0274,0.0067,0.0200
201704,0.0080,0.0387,0.0457,0.0265,0.0070,0.0185
201705,0.0089,0.0385,0.0455,0.0256,0.0070,0.0167
201706,0.0098,0.0368,0.0437,0.0258,0.0069,0.0160
201707,0.0107,0.0370,0.0439,0.0262,0.0069,0.0155
201708,0.0101,0.0363,0.0431,0.0242,0.0068,0.0141
201709,0.0103,0.0363,0.0430,0.0259,0.0067,0.0156
201710,0.0107,0.0360,0.0432,0.0261,0.0072,0.0154
201711,0.0123,0.0357,0.0427,0.0260,0.0070,0.0137
201712,0.0132,0.0351,0.0422,0.0254,0.0071,0.0122
201801,0.0141,0.0355,0.0426,0.0284,0.0071,0.0143
201802,0.0157,0.0382,0.0451,0.0301,0.0069,0.0144
201803,0.0170,0.0387,0.0464,0.0285,0.0077,0.0115
201804,0.0176,0.0385,0.0467,0.0300,0.0082,0.0124
201805,0.0186,0.0400,0.0483,0.0289,0.0083,0.0103
201806,0.0190,0.0396,0.0483,0.0291,0.0087,0.0101
201807,0.0196,0.0387,0.0479,0.0302,0.0092,0.0106
201808,0.0203,0.0388,0.0477,0.0293,0.0089,0.0090
201809,0.0213,0.0398,0.0488,0.0334,0.0090,0.0121
201810,0.0225,0.0414,0.0507,0.0352,0.0093,0.0127
201811,0.0233,0.0422,0.0522,0.0317,0.0100,0.0084
201812,0.0237,0.0402,0.0513,0.0284,0.0111,0.0047
201901,0.0237,0.0393,0.0512,0.0271,0.0119,0.0034
201902,0.0239,0.0379,0.0495,0.0268,0.0116,0.0029
201903,0.0240,0.0377,0.0484,0.0257,0.0107,0.0017
201904,0.0238,0.0369,0.0470,0.0253,0.0101,0.0015
201905,0.0235,0.0367,0.0463,0.0240,0.0096,0.0005
201906,0.0217,0.0342,0.0446,0.0207,0.0104,-0.0010
201907,0.0210,0.0329,0.0428,0.0206,0.0099,-0.0004
201908,0.0195,0.0298,0.0387,0.0163,0.0089,-0.0032
201909,0.0189,0.0303,0.0391,0.0170,0.0088,-0.0019
201910,0.0165,0.0301,0.0392,0.0171,0.0091,0.0006
201911,0.0154,0.0306,0.0394,0.0181,0.0088,0.0027
201912,0.0154,0.0301,0.0388,0.0186,0.0087,0.0032
202001,0.0152,0.0294,0.0377,0.0176,0.0083,0.0024
202002,0.0152,0.0278,0.0361,0.0150,0.0083,-0.0002
202003,0.0029,0.0302,0.0429,0.0087,0.0127,0.0058
202004,0.0014,0.0243,0.0413,0.0066,0.0170,0.0052
202005,0.0013,0.0250,0.0395,0.0067,0.0145,0.0054
202006,0.0016,0.0244,0.0364,0.0073,0.0120,0.0057
202007,0.0013,0.0214,0.0331,0.0062,0.0117,0.0049
202008,0.0010,0.0225,0.0327,0.0065,0.0102,0.0055
202009,0.0011,0.0231,0.0336,0.0068,0.0105,0.0057
202010,0.0010,0.0235,0.0344,0.0079,0.0109,0.0069
202011,0.0009,0.0230,0.0330,0.0087,0.0100,0.0078
202012,0.0009,0.0226,0.0316,0.0093,0.0090,0.0084
202101,0.0008,0.0245,0.0324,0.0108,0.0079,0.0100
202102,0.0004,0.0270,0.0342,0.0126,0.0072,0.0122
202103,0.0003,0.0304,0.0374,0.0161,0.0070,0.0158
202104,0.0002,0.0290,0.0360,0.0164,0.0070,0.0162
202105,0.0002,0.0296,0.0362,0.0162,0.0066,0.0160
202106,0.0004,0.0279,0.0344,0.0152,0.0065,0.0148
202107,0.0005,0.0257,0.0324,0.0132,0.0067,0.0127
202108,0.0005,0.0255,0.0324,0.0128,0.0069,0.0123
202109,0.0004,0.0253,0.0323,0.0137,0.0070,0.0133
202110,0.0005,0.0268,0.0335,0.0158,0.0067,0.0153
202111,0.0005,0.0262,0.0328,0.0156,0.0066,0.0151
202112,0.0006,0.0265,0.0330,0.0147,0.0065,0.0141
202201,0.0015,0.0293,0.0358,0.0176,0.0065,0.0161
202202,0.0033,0.0325,0.0397,0.0193,0.0072,0.0160
202203,0.0044,0.0343,0.0429,0.0213,0.0086,0.0169
202204,0.0076,0.0376,0.0466,0.0275,0.0090,0.0199
202205,0.0098,0.0413,0.0512,0.0290,0.0099,0.0192
202206,0.0149,0.0424,0.0527,0.0314,0.0103,0.0165
202207,0.0223,0.0406,0.0521,0.0290,0.0115,0.0067
202208,0.0263,0.0407,0.0515,0.0290,0.0108,0.0027
202209,0.0313,0.0459,0.0569,0.0352,0.0110,0.0039
202210,0.0372,0.0510,0.0626,0.0398,0.0116,0.0026
202211,0.0415,0.0490,0.0607,0.0389,0.0117,-0.0026
202212,0.0425,0.0443,0.0559,0.0362,0.0116,-0.0063
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
